bylines,mean_prob_outside,mean_prob_inside,shift,total_spend,n_ads,mean_election_prob_weighted
Office of Dustin Halse MP,0.34277244492994663,0.36920403173065575,0.026431586800709117,18216.5,67,0.33223269878054157
Office of Hon Nick Goiran MLC,0.5651899063683279,0.5096595701721673,-0.055530336196160546,5142.5,15,0.4916824203240899
Office of Paul Hamer MP,0.25695658239284946,0.415096314862384,0.15813973246953456,7233.5,33,0.2510288258588916
Office of Ros Spence MP,0.3698344623202544,0.2739010054816241,-0.0959334568386303,7732.5,35,0.37366395707993205
Office of Senator Tony Sheldon,0.34505177538664333,,,1443.5,13,0.5615812739193041
Ola Hamed,0.9307153680166373,,,1096.0,8,0.9425854084569689
Oliver John Isaac Griffiths,0.9016675331715499,,,49.5,1,0.9016675331715499
Olivia Colombo,0.1937282163900398,,,298.0,4,0.19910582347533123
Olivia Dawn-Skye Lorraine,0.8491772546711759,,,99.0,2,0.8491772546711759
Olivia Savvas MP,,0.27259488992623804,,49.5,1,0.27259488992623804
Omar MacIntyre - For City of Nedlands Council,0.805601716026987,,,298.0,4,0.8672605032365536
On Your Side,0.7569204902331075,,,1588.0,24,0.7802235244608741
OnMarket,0.03823396625353007,,,448.5,3,0.03823396625353007
One Girl ,0.19953352255708434,0.12811120299136378,-0.07142231956572057,3170.0,60,0.1528339018790213
Online Hate Prevention Institute,0.15531393474848582,4.47637814807722e-05,-0.15526917096700504,796.0,8,0.10084578902193007
Our Community,0.5511153637208033,0.3655451565533507,-0.1855702071674526,248.5,3,0.27569180171366164
Our Future Northern Rivers,0.5048126967256247,,,548.5,3,0.4475173155669256
Our Living Outback,0.14882213914139586,0.12185878265809709,-0.02696335648329877,1494.0,12,0.1355130258670469
Our Natural Legacy,0.6610989433651242,,,449.5,1,0.6610989433651242
Our Watch,0.3426644305566024,,,276536.0,28,0.34379550174942636
Ourschool,0.42653957240539153,,,2227.5,45,0.42653957240539164
Outdoors People Climate,0.3831479611674906,0.7048612315764862,0.32171327040899556,148.5,3,0.5976234747734875
Outdoors People for Climate,0.40381469787342306,,,99.0,2,0.40381469787342306
Oxfam Australia,0.2746824061054474,0.3096327832723977,0.034950377166950264,263180.5,2139,0.34355835890482184
P.A Betts - Vote for Experience,0.4780324286892294,,,148.5,3,0.4780324286892294
PLan: the Planning Action Network Inc,0.5681563121274168,0.9483441176363515,0.3801878055089347,496.0,8,0.6928519977482971
Paige A Ellis,0.10786245847877773,,,149.5,1,0.10786245847877772
Paige Lee Cross,0.4491929854026649,,,198.0,4,0.44919298540266483
Palliative Care Australia,0.3062101644971209,,,198.0,4,0.3062101644971209
Palmerbet,,0.6799420744021639,,25846.5,7,0.6830799348332854
Pamela Beth Brown,0.6944623279158803,,,247.5,5,0.6944623279158803
Papori Barua,0.5622169878786456,0.5609977624647162,-0.0012192254139293812,495.0,10,0.5620950653372528
Parachute Digital,0.1941809228373746,0.30475349767445736,0.11057257483708277,3668.0,64,0.2562954566381191
Parliament House of Cards Pty Ltd,0.4107037608078992,0.19680104971750767,-0.21390271109039155,19534.5,231,0.2842289714564701
Parliament of South Australia,0.6056816828498011,,,643.5,13,0.6056816828498011
Parliament of Victoria,0.34553768985230826,0.2755477370566692,-0.06998995279563908,19693.0,214,0.3187470107470531
Parliament of Victoria (Stuart Grimley MP),0.4100421873634921,0.5391386312108808,0.12909644384738866,5631.5,37,0.4361323345815861
Parmeswaran Ramanan,0.9561522300381489,,,948.5,3,0.9666308922641277
Patricia J Benham,0.33245986281650863,0.36258541111130266,0.030125548294794025,841.5,17,0.34132031819733044
Patrick Anthony Healey,0.8753163135548242,,,247.5,5,0.8753163135548242
Patrick Francis Fitzgerald,0.3831479611674906,,,49.5,1,0.3831479611674906
Patrick Gerard Caprice,0.7724238101245966,0.6209319564133557,-0.15149185371124085,1985.0,30,0.7614861023365069
Patrick Irwin,0.2362190575299088,,,199.0,2,0.3100526774482916
Patrick Nicholas Conolly,0.13310725837063123,,,148.5,3,0.13310725837063125
Patrick Vincent Hall,0.9995732761668806,,,49.5,1,0.9995732761668806
Paul Amos for Mayor,0.625142475883633,,,2228.5,43,0.6107148071796604
Paul Andrew Jackson,0.0024898083837767704,0.9499261813888967,0.94743637300512,497.0,6,0.38004712632562637
Paul Edbrooke MP,0.31890979283704235,,,297.0,6,0.3189097928370424
Paul Green,0.716708549024965,,,990.0,20,0.7167085490249651
"Paul Hamer MP, State Member for Box Hill",,0.30467718604990346,,49.5,1,0.30467718604990346
Paul Harvey,0.16634948704970362,,,247.5,5,0.16634948704970362
Paul Hopper Independent for Werribee,0.9954866944072318,,,1249.5,1,0.9954866944072319
Paul James Collins,0.5456993712248216,,,297.0,6,0.5456993712248217
Paul Langley,0.3551974607876165,,,49.5,1,0.3551974607876165
Paul Lawrence Toole,0.3006512918095959,0.41469664717706883,0.11404535536747296,891.0,18,0.3196588510375079
Paul Lilburne MLA,0.33120097049085456,,,397.0,6,0.4844835565472527
Paul Papalia CSC MLA,0.6285862198165492,,,148.5,3,0.628586219816549
Paul Richard Huebl,0.3720894704324652,0.9954557823981971,0.6233663119657319,495.0,10,0.4967627328256116
Paul Scully,0.4888778210891462,0.5193338613781051,0.03045604028895893,247.5,5,0.5071514452625215
Paul Sedrak,0.8477247176828486,,,694.0,12,0.8388364976299516
Paul Stanley Ell,0.8784456266540405,,,298.0,4,0.8984729200153229
Paula Luethen MP,0.30352898668909184,,,1042.5,15,0.2642653914337995
Pauline Anne Bantock,0.5226598988859302,,,49.5,1,0.5226598988859302
Pauline Louise Lockie,0.6786884193860465,,,199.0,2,0.6786884193860466
Pauline Richards MP,0.2908745754868136,0.35720845019474584,0.06633387470793223,25875.0,50,0.22508651164578092
PayPerClick,0.13718261631802187,,,149.5,1,0.13718261631802187
Paying.Green Holdings Pty Ltd,0.006749203195964504,,,297.0,6,0.006749203195964504
Penelope Terese Pedersen,0.7029790290883273,,,644.5,11,0.7485152956481534
Penrith City Council,0.038655635956938106,,,549.5,1,0.038655635956938106
People with Disability Australia,0.20779278695312617,0.9487630752161564,0.7409702882630302,747.5,5,0.5041809022583382
Peter Allan Foster,0.5628305212109054,,,745.5,9,0.6105048191083811
Peter Cain MLA,0.24267083959385305,,,49.5,1,0.24267083959385305
Peter Charles Hunter,0.592060340768416,,,544.5,11,0.5920603407684161
Peter Charles Moran,0.9999320758499589,,,49.5,1,0.9999320758499589
Peter David Jensen,0.7066514762721496,0.13772870654751745,-0.5689227697246322,693.0,14,0.6660141355775331
Peter Foster MLC,0.4774877047189736,,,348.5,3,0.5803966632275994
Peter Fowler Grippaudo,0.5434344497417394,,,347.5,5,0.39994700747863604
Peter Francis Deane,0.4467954509049052,0.49864921270068835,0.05185376179578316,643.5,13,0.4866829599785845
Peter Francis Johnstone,0.9996773185926457,,,149.5,1,0.9996773185926457
Peter Horton Pilbeam,0.47326027561131784,,,645.5,9,0.49836558089842825
Peter J Ames Lawrie,,0.404979617402622,,99.0,2,0.40497961740262206
Peter J Klobucar,0.8597826142891019,,,198.0,4,0.8597826142891019
Peter James Coulson,,0.7334850848139108,,299.0,2,0.7334850848139108
Peter James Hood,0.5832996415405417,0.6061431547394199,0.02284351319887823,21798.0,404,0.5910276220556694
Peter James Richard Gangemi,0.4023706413681481,,,297.0,6,0.40237064136814804
Peter Mcgregor,0.5559392143663708,,,445.5,9,0.5559392143663708
Peter Primrose MLC,0.966381569013349,,,49.5,1,0.966381569013349
Peter Rundle,0.30715265689524657,0.1839875481819132,-0.12316510871333336,148.5,3,0.2660976206574688
Peter Russo MP,0.29693964236851705,,,247.5,5,0.296939642368517
Peter Stuart Wileman,0.8967009430999953,,,49.5,1,0.8967009430999953
Petrie Street Pictures,,0.6592095143659364,,99.0,2,0.6592095143659366
Pharmacy Guild of Australia,0.005144140548210885,0.06423617429072181,0.05909203374251093,2445.5,9,0.0058518948912697644
Philip Andrew Batty,0.6910370995119396,,,596.0,8,0.6771331354225187
Philip Couper,0.31192703413783524,,,448.5,3,0.3119270341378353
Philip M Chabrel,0.6447842999130521,,,544.5,11,0.6447842999130521
Phillip Michael Bigg,0.63989070840576,,,445.5,9,0.63989070840576
Phillip Ross Nielsen,0.5920175460996914,,,148.5,3,0.5920175460996914
Phillip Stone,0.2766930394068519,,,1039.5,21,0.2766930394068519
Physical Disability Council of NSW,,0.9911542263464915,,12499.5,1,0.9911542263464914
Pirate Party Australia,,0.9830027221351559,,99.0,2,0.983002722135156
Plan International Australia,0.22650978991991705,0.3083382045882537,0.08182841466833662,378201.5,397,0.18857565187235212
Planet Ark Environmental Foundation,0.891141610234361,0.29792259791768794,-0.5932190123166731,599.0,2,0.34694487022098564
Pleasant State,0.19661583543579345,,,348.5,3,0.18391144684502306
Plus61J,0.2508588346384758,,,445.5,9,0.25085883463847575
Police Association Of South Australia,0.7653496888902676,,,1399.0,2,0.7392524511585985
Polished Man,0.28701810723611854,,,16547.0,6,0.25815913613039876
Politics in Colour Australia Pty Ltd,0.4980517536335636,0.8209128125884653,0.3228610589549017,743.5,13,0.49999715581343945
Pollyanna J Morgan,0.15172690601524166,,,198.0,4,0.15172690601524166
Port Macquarie Hastings Council,0.1496327304343194,0.0005735997789002578,-0.14905913065541915,945.5,9,0.10590979562378061
Port Phillip Emergency Climate Action Network (PECAN),0.012155692567915821,,,49.5,1,0.012155692567915821
Positive Life NSW,0.3986492524042859,0.41672537259903614,0.018076120194750245,693.0,14,0.4012315552892502
Powerhouse,0.23863982128330555,,,298.0,4,0.45195152288240387
Powerpal,0.1662124981249068,,,2091.0,18,0.17262236111452967
Prasit Pansean,0.40808382575116714,,,594.0,12,0.4080838257511671
Preet K Singh,0.43857847645824294,,,2197.0,6,0.2966769682068228
Preston Rowe Patterson Geelong,0.6452535022956323,,,99.0,2,0.6452535022956323
Prime Super,0.2908287850277543,,,50798.0,604,0.2970305518153482
Private Media,0.2953818688698328,0.3991702671379737,0.1037883982681409,178039.5,3021,0.32815346487837393
Pro Bono Australia,0.08255889496481839,,,99.0,2,0.08255889496481837
Professionals Australia,0.8398344787934755,,,999.0,2,0.9741324683228474
Project Planet Australia Inc,,0.9999884157309149,,445.5,9,0.9999884157309149
Property Central,0.049211725508346515,,,99.0,2,0.049211725508346515
Property Council of Australia,0.9380620872102324,,,549.5,1,0.9380620872102324
Prue Car Electorate Office ,0.6507399211776024,,,248.5,3,0.4764467562469737
Pryce Allsop Group,0.952912942280066,,,448.5,3,0.952912942280066
Public Education Foundation Ltd,0.19914078184399234,,,448.5,3,0.2471603340542186
Public Love Enterprises,0.5496152597184731,,,99.0,2,0.549615259718473
Public Schools First,0.26725565462464534,,,1139.5,21,0.25720492771985876
Public Service Association of NSW,0.46871683607905873,0.6700376554664339,0.20132081938737517,4616.5,67,0.5650897487194534
Public Service Association of New South Wales,0.5331941718082162,,,99.0,2,0.5331941718082162
Public Service Association of SA Inc,0.7482317333056409,0.28810475698928933,-0.4601269763163515,1239.5,21,0.7496635701582264
Punjabi Kangaroo,0.3831479611674906,,,49.5,1,0.3831479611674906
QIMR Berghofer Medical Research Institute,0.7281320182732667,,,199.0,2,0.7281320182732667
Queensland Advocacy for Inclusion,0.7454256507965322,,,2548.5,3,0.7454256507965322
Queensland Conservation Council,0.26054504075788565,0.704551294203861,0.44400625344597533,29293.5,113,0.24953915288507833
Queensland Council of Social Service (QCOSS),0.466336503020586,,,347.5,5,0.38773574832627644
Queensland Family and Child Commisison,0.1655502401268618,0.19409785834668952,0.028547618219827736,8069.0,62,0.26711545415188304
Queensland Government,0.2351090562281769,,,17698.0,4,0.27415921304176977
Queensland Health,0.3100145808781744,,,1094.0,12,0.2244627348000154
Queensland Nurses and Midwives' Union,0.3684566006599597,0.6863558962641906,0.31789929560423086,6536.5,27,0.6423643548885498
Queensland Peoples’ Protest,,0.3865018369021609,,297.0,6,0.3865018369021609
Queensland Positive People,0.019469810783927,0.6902657666990152,0.6707959559150882,594.0,12,0.131269136769775
Queensland Resources Council,0.4011767458236792,0.4891159508573296,0.08793920503365044,13888.5,23,0.8856270572292283
Queensland Teachers' Union,0.32590345514126506,0.5175139882250475,0.1916105330837824,1494.0,12,0.3700243293968916
Queensland Unions,0.40347632126822564,0.706004603191402,0.3025282819231764,30272.0,56,0.775868575186716
RACGP,0.4486467812742639,0.5349360302825453,0.08628924900828144,12180.0,40,0.6622719381259687
RE-ALLIANCE,0.24742882688602563,,,1191.0,18,0.23192085486676353
REA Group,0.3990784157022178,0.511619446263923,0.11254103056170517,82480.5,39,0.394764230356295
RPP (Radio Port Phillip),0.5060011779680393,0.29046679734801684,-0.2155343806200225,1782.0,36,0.4640917150697016
RSM Australia,0.9652792489027294,,,1093.0,14,0.9657905423237683
RSPCA Victoria,0.666865300535162,,,24513.5,73,0.6367791827502968
Radian Energy,0.3079914758307712,,,4511.5,77,0.280900610414788
Rae-Lynn Cassandra Holfter,0.8195005820735269,,,49.5,1,0.8195005820735269
"Rail, Tram and Bus Union (RTBU)",0.5629977619332496,0.8342059753267134,0.2712082133934638,1047.5,5,0.7567918886397008
Rainbow Crossing Inc,0.00017188448090754704,,,49.5,1,0.00017188448090754704
Rainbow Families,0.5399867068022258,,,148.5,3,0.5399867068022258
Rainforest 4 Foundation Ltd,0.19449543533403985,,,33061.0,78,0.07356025664156586
Rajat Chopra,0.4696225762872581,0.8483204822535886,0.37869790596633046,297.0,6,0.5327388939483132
Rajvir Singh Sagoo,0.41410221677754366,0.5586141004345317,0.14451188365698808,2345.5,9,0.47444085005309644
Raman Bhalla,0.317121102429485,0.015605986226938762,-0.30151511620254623,396.0,8,0.20405293385353013
Ramasamy Mohan,0.2565361609995838,0.14775713388564682,-0.108779027113937,198.0,4,0.22934140422109955
Ranka Rasic,,0.2960662317055014,,149.5,1,0.2960662317055014
Rationalist Society of Australia Inc,0.3952486619476772,,,2438.5,23,0.6374945095550227
Raveesh Karanil John,0.668002205109777,,,297.0,6,0.668002205109777
Rayan Jericho Calimlim,0.5542238861042974,,,1448.5,3,0.5542238861042974
Raymond John Tait,0.3831479611674906,,,99.0,2,0.3831479611674906
Real Change SA,0.5246439121787825,,,9981.0,38,0.5755116070881559
Reason Australia,0.2306192384363447,0.6811278904083174,0.45050865197197276,7043.5,13,0.5896994896311637
Reason Party NSW,0.3823414048511063,,,14037.5,25,0.440548645709549
Reason Victoria,0.6026912495746285,,,46879.5,41,0.5514259171839245
ReasonVictoria,0.5524241263871427,,,2546.5,7,0.6280583819629104
Rebecca Connell,0.4166272133127211,0.7552165766408332,0.33858936332811207,5643.0,114,0.47008869173294926
Rebecca Jane Thomas,0.4369932647560441,,,148.5,3,0.4369932647560441
Rebecca L Stewart,0.20497947276583853,,,198.0,4,0.20497947276583856
Rebecca M Thistleton,0.48509656171956145,,,43839.0,722,0.46710933956047024
Rebecca Stephens MLA,0.1202624618626685,0.697136026551088,0.5768735646884194,445.5,9,0.18435952460582622
Rebecca White MP,0.35905384360287,,,148.5,3,0.35905384360287
Rebekah Rogers,0.3095581763899129,,,99.0,2,0.3095581763899129
Rebus Theatre Inc,0.513609443354699,0.5020629106349822,-0.01154653271971684,2229.5,41,0.5295512952375278
Red Union,0.7510433501599498,,,49.5,1,0.7510433501599498
Redlands2030,0.2135664939480509,,,495.0,10,0.2135664939480509
Reece Davis Byrnes,0.9985748279213665,,,148.5,3,0.9985748279213665
Refugee Action Coalition Sydney,0.8001659916916126,,,448.5,3,0.8001659916916126
Refugee Action Collective (Victoria),0.5490531688425447,0.42555909037207407,-0.12349407847047067,742.5,15,0.4996555374543565
Refugee Advice & Casework Service,0.39080257518291633,0.2915715748157496,-0.09923100036716676,892.0,16,0.39784851137220995
Refugee Advice and Casework Service,0.4304435957842833,,,396.0,8,0.43044359578428326
Refugee Advocacy Network,7.065087903601608e-08,,,149.5,1,7.065087903601608e-08
Refugee Council of Australia (RCOA),0.6589350157826999,,,2496.0,8,0.6803376968830397
Region Group Pty Ltd,0.5697816199965292,0.9449258781512061,0.3751442581546769,347.5,5,0.8926566448301391
Regional Roads Victoria,0.2662850377555287,,,4399.0,2,0.04786476088327001
Regional Victorians Opposed to Duck Shooting Inc.,0.478021363725274,0.7293632565043193,0.25134189277904534,991.0,18,0.5227501876728734
Renaming Moreland,0.648261743094414,0.7705265064669279,0.12226476337251391,842.5,15,0.6488050267031399
Renata J Hawkins,0.054120825723423915,,,99.0,2,0.054120825723423915
Reptile Rehabilitation QLD Inc ,0.6626362271331964,,,148.5,3,0.6626362271331964
Respect Victoria,0.30729882165424327,0.33661088314716797,0.0293120614929247,98874.0,52,0.3526160489668949
Retail and Fast Food Workers Union,0.9620677813545565,,,149.5,1,0.9620677813545565
Rewiring Australia,,0.5493732706864348,,5748.5,3,0.5544643041276845
Rhiannon Pearce MP,0.17873027940112274,0.47600475655961866,0.2972744771584959,644.5,11,0.2388801911678186
Rhonda M Clark,,0.09557938282475542,,49.5,1,0.09557938282475541
Richard C T Stockman,0.410829849990437,0.2922665707963204,-0.11856327919411658,1039.5,21,0.3769546273635464
Richard D Lipp,0.28862817644913796,,,99.0,2,0.28862817644913796
Richard Owen Salcole,0.9991823562529278,,,148.5,3,0.999182356252928
Richard Randolph Pearson,0.567554951265716,,,396.0,8,0.567554951265716
Richard Riordan MP,0.44310778315967414,0.33246786484169344,-0.1106399183179807,3625.5,49,0.45580348027661033
Richard Victor Ivey,0.999216482260768,,,49.5,1,0.999216482260768
Ricky Anne Coughlan,,0.9929654133719013,,247.5,5,0.9929654133719011
Rikki Enz Baulch,0.8794554367047762,,,99.0,2,0.8794554367047762
Rob Molhoek MP,0.41354640818683935,0.05484394284312921,-0.35870246534371014,1089.0,22,0.3972417506712161
Robbie Sinclair,0.9241242698790724,,,49.5,1,0.9241242698790724
Robert A Szatkowski,0.22597151610105015,,,49.5,1,0.22597151610105015
Robert Duncan Palmer,0.9457220078244131,,,247.5,5,0.945722007824413
Robert George Herrick,0.3054702169576064,,,599.0,2,0.16711671819721308
Robert John Sanderson,0.7701671943347617,,,247.5,5,0.7701671943347619
Robert John Schmidt,0.4342110046561003,0.12620323758748764,-0.30800776706861266,247.5,5,0.3726094512423778
Robert Lloyd Henry Davis,0.3055285979920732,,,697.0,6,0.28319002070516347
Robert Molhoek,0.2914033687084951,0.15131348715984816,-0.14008988154864693,1237.5,25,0.22976382082709043
Robert Skelton MP,0.34941424244866476,0.20471782097960922,-0.14469642146905554,346.5,7,0.32874332509594245
